51031.jpg	・・・・え？
51033.jpg	い　いいんじゃないの？番号合ってるし　
51034.jpg	はわわ～～
51036.jpg	はわ　ゴ　ゴメンいつもの条件反射で・・・・っ
51037.jpg	・・ううん
51038.jpg	・・・・・・
51039.jpg	こないだは途中で終わっちゃったけど・・・・
51040.jpg	い　いざとなるとはずかしいなーー
51042.jpg	ほ　ほんとに・・・・？
51043.jpg	シ　シャワーあびてくるよ
51044.jpg	ひざひざーっ
51045.jpg	成瀬川不安そうだし男のオレがしっかりしないと・・・・
51046.jpg	キャーーアチャチャチャッ・・
51047.jpg	キャアッ
51048.jpg	・・・・いいよねこれで・・・・
51049.jpg	ふう・・・・
5105.jpg	いえ　何でもないです
51050.jpg	な　な　何すんだよ～～っ話しかけただけでしょーー
51051.jpg	こ　今度は大丈夫なぐらないなぐらない
51052.jpg	・・・・・・
51053.jpg	ゴゴゴ　ゴメン
51056.jpg	あの・・・・
51058.jpg	・・・・・・
51059.jpg	ぶ　無事でいられるんだろうか俺・・・・
5106.jpg	あーもー!!見てらんない
51060.jpg	あわわ
51061.jpg	・・・・うんありがと景太郎
51062.jpg	やわらかかったなーなる・・・
51063.jpg	なる・・・・
51065.jpg	重いって言ってるでしょーーっ
51066.jpg	えっ・・・・
51067.jpg	ん・・・・
51068.jpg	う　うん・・
5107.jpg	え？
51073.jpg	ご　ごめん・・・・
51074.jpg	ひっ！？
51075.jpg	そ　そう・・？ありがと・・・・
51076.jpg	なっ
51077.jpg	キャーーーけ　景太郎がカメに～～～っ！？
51078.jpg	明るいとはずかしいから・・・・
51079.jpg	・・・・ん？
5108.jpg	ハムル様が知ってるよ
51080.jpg	・・・・ってえ・・・・？
51081.jpg	・・・・ケータロ？
51082.jpg	あッ・・・・
51083.jpg	そっち・・行っていい・・・・？
51084.jpg	う　うん・・いいよ
51085.jpg	お　重い・・・・景太郎　こんな体重あったっけ・・・・
51087.jpg	ん～～
51088.jpg	俺もだし・・・・
51089.jpg	・・・・・・・・
5109.jpg	そーですね
51091.jpg	そ・・それってもしかして・・・・
51092.jpg	ニ　ニャモちゃんなのかい！？ど　ど　どーして日本に！？
51093.jpg	だっ・・・・だからちがうでしょーーっ
51094.jpg	で　でも　びっくりだよねー成瀬川
51095.jpg	あ・・・・
51096.jpg	ろ”めっ
51097.jpg	あはは
51098.jpg	何　デカタマと遊んでんだよ成瀬川置いてくぞー
51099.jpg	私が思い出の女の子じゃないからじゃ・・・・
511.jpg	夢か....
5110.jpg	メシはまだかのう
51101.jpg	キャー？
51102.jpg	いやーーー久しぶりだねーニャモちゃん
51103.jpg	わ　わ　そんな抱きつかないで
51104.jpg	じゃ　ひなた荘に行こうかしのぶちゃん喜ぶよ
51106.jpg	し　しょーがないよ
51107.jpg	こんな小さな娘に手を出すなんて・・・・
51108.jpg	デカタマもよく入国できたなー
5111.jpg	わっつつじっ!?
51110.jpg	ケータロ♡
51114.jpg	このエロガッパーッ
51115.jpg	朝帰り・・？
51116.jpg	み　みんな待たせちゃってゴメーン
51117.jpg	うん
51118.jpg	大丈夫　ココをつぶさせたりはしないから
51119.jpg	センパーーイ
5112.jpg	いい？サッカーってゆーのはねぇ
51120.jpg	けど　やっぱひなた荘はダメとか！？
51123.jpg	おっ２人とも帰ってきたでー
51124.jpg	おーい　結局どーなったんやーーーっ！？
51125.jpg	ひなた荘なくなっちゃうんですか　センパイ
51126.jpg	ひなたお婆ちゃんとしゃべったよーっ
51127.jpg	で　ひなた荘はどーなるんや！？
51128.jpg	ひえーんそんな～
51129.jpg	言いよったなこいつー
5113.jpg	何でもないなら　いっか
51130.jpg	え　あ・・うん
51131.jpg	何かっこつけとんにゃーーケータローー
51132.jpg	おお～～～っ
51134.jpg	はうっ！？私ってばつい・・・・
51135.jpg	――俺はひなた荘の管理人だからね
51137.jpg	べみっ
51138.jpg	ギャハハやっぱ何も変わっとらんわーー
51139.jpg	お・・・・
5114.jpg	何故わかるっ
51140.jpg	ありゃ♡
51141.jpg	え・・ああ別に・・・・
51142.jpg	・・・・・・
51143.jpg	この・・・・
51145.jpg	ぼのっ
51146.jpg	コ　コラ　抱きつかないのカナコ！？
51148.jpg	センパイ・・・・・・
51149.jpg	あれ成瀬川あの子達は？
5115.jpg	うわっそっくり
51151.jpg	あ　来た来た
51153.jpg	エロガッパーー
51155.jpg	キャ・・・・
51156.jpg	ひ・・・・
51157.jpg	お兄ちゃん・・
51158.jpg	・・・・・・
51159.jpg	ミュ・・
51160.jpg	み”ゅ・・
51161.jpg	ニャモちゃんそれにしても久しぶりだねー
51164.jpg	おーーーっ♡
51166.jpg	み”ゅみ”ゅみ”ゅ
51167.jpg	・・・・・・
51168.jpg	どーしたの成瀬川元気ないじゃん
51169.jpg	シノム・・
5117.jpg	嬉しそうじゃないね
51170.jpg	あんま変わってへんなー（胸も）
51172.jpg	・・・・あれ？どーしたのこの封筒？
51173.jpg	・・・・・・
51174.jpg	シノム・・
51175.jpg	まーまーとにかく話はあとや
51176.jpg	――で　何でまた日本に？
51177.jpg	なつかしーな何年ぶりや一年半か？
51178.jpg	おーーっ本物かコレ
51179.jpg	ニャモちゃーん♡
5118.jpg	ヌルヌル・・殻・・足が遅い？
51180.jpg	いやー久々やなー
51181.jpg	ケ・・・・ケータロ
51183.jpg	いやーーよー来たなニャモーー
51184.jpg	ニャモちゃーん！？
51185.jpg	歓迎宴会といこうかーーー
51187.jpg	ここは一丁ひなた荘名物の
51188.jpg	え・・別に何でもないよ
51189.jpg	まさかねぇ・・・・年齢合わないし・・・・・・
5119.jpg	ふーん
51191.jpg	おーい景太・・あら？
51192.jpg	確か「もっ・・・・」とか・・・・
51194.jpg	ニ　ニャモちゃんがんばって
51196.jpg	・・・・・・
51197.jpg	つかれたーーっ長い一週間だった・・・・
51198.jpg	だもん・・・・
51199.jpg	え？まさか・・・・
512.jpg	ふぅ
51200.jpg	え？
51201.jpg	シノム・・・・
51203.jpg	もしかしてニャモちやん・・・・コレ　センパイに・・・・・・？
51205.jpg	もつみさん？・・・・あー全然わからーん
51207.jpg	もっ・・・・↓素子ちゃん？
51208.jpg	ふーー・・・・
51209.jpg	でもでもっ・・・・あきらめちゃダメだよっ
5121.jpg	塩に弱いとか・・・・
51211.jpg	？
51215.jpg	わーー何コレーー！？
51217.jpg	オレのせいじゃないっーー！？
51218.jpg	ニャモちゃんが渡したいものがあるって・・・・
51219.jpg	ハッ・・・・
5122.jpg	もしかしてこんな人？
51220.jpg	いつまで下にいるのよっ
51222.jpg	もぶっ！？
51223.jpg	あ・・あのセンパイ実は・・・・
51225.jpg	ラ・・・・
51226.jpg	なっ・・・・アレは・・・・
51227.jpg	ご　ごめんなさーい
51228.jpg	あ・・・・ちょっと・・・・
51229.jpg	あわ・・・・あわわわっ
51230.jpg	イヤーーー！？
51231.jpg	えーー！？何々？ニャモちゃん
51232.jpg	キャーーー！？
51234.jpg	渡したいものなんて土器かな？
51236.jpg	ラブレター！？
51237.jpg	な・・なるセンパイ！？
51238.jpg	ニ　ニャモちゃん
51239.jpg	ちょっ・・あんた何言って・・・・
5124.jpg	エスカ・ゴルスという悪魔が遊びにくるぞ
51240.jpg	お　いらっしゃーい
51241.jpg	ふーん
51242.jpg	・・・・その顔は何か悩みごとでもあるんやろ
51243.jpg	で　何にする　コーヒーか
51244.jpg	まあまあ今　茶店やるかどーか考えてるとこなんや
51246.jpg	フツーにしとき！お互い好き合っとるんやからあとは自然に何とかなるもんや
51247.jpg	べ　別に・・・・
51249.jpg	う　うん・・・・
5125.jpg	そ・・それにホラ原クンが・・・・
51251.jpg	あらあら楽しそう♡何の話ですか？
51252.jpg	ほーかほーかなかなかうまくいかへんかー
51253.jpg	もーーバンバンよ
51254.jpg	ホンマか？
51255.jpg	な　何言ってんのよもー幸せになったわよ！！
51256.jpg	ま・・はるかさんやないけど一言だけアドバイスしとけば・・
51257.jpg	キ・・・・キツネーー
51258.jpg	本当よもーバンバンに幸せよ
5126.jpg	勝負よっつつじ
51260.jpg	・・・・・・・・
51261.jpg	え・・・・？
51262.jpg	何よ　キツネ　その格好は？
51263.jpg	バンバン？
51267.jpg	・・・・・・・・
51268.jpg	ケータロ・・・・
51269.jpg	あ　ニャモちゃんありがとう・・・・―――ん？
5127.jpg	ちょっと悩んでて・・・・
51270.jpg	サラならおるでー
51271.jpg	おーっ管理人殿近う寄れ近う寄れ
51272.jpg	？
51273.jpg	・・・・って何故にフロで宴会ですか？
51274.jpg	何だいニャモちゃん
51276.jpg	おーーっ大胆やな
51277.jpg	最近お前カッコつけすぎ
51279.jpg	ひなた荘名物露天風呂宴会
5128.jpg	何かスゴク損した気分
51280.jpg	あ・・あの・・・・本当に入っていいんですか・・・・？
51283.jpg	オレはボケてないーーっ！？　
51284.jpg	ケータロ・・・・
51285.jpg	ケケケ
51286.jpg	・・・・・・・・
51287.jpg	ウチが作ったメカサラや
51288.jpg	ナハハえーやんコレ
51289.jpg	みんな水着着とるから大丈夫や
5129.jpg	それはそうと今日のヒマワリの種はうまかった
51290.jpg	ニャモちゃんようこそーーーっ
51292.jpg	・・・・・・？
51293.jpg	え・・じゃあ遠慮なく・・・・
51296.jpg	目からレーザーも出るでーー♡
51297.jpg	・・・・・・
51298.jpg	サラちゃんはそんなつっこみしないよ～～
51299.jpg	ニャモちゃんどうしたの～～！？
513.jpg	またショックが残ってるのかな…
5130.jpg	ーーーーって元気ないわね
51300.jpg	あ
51301.jpg	アホーッ
51302.jpg	え・・・・
51304.jpg	ハァハァ・・・・ケータロ・・・・
51305.jpg	な・・・・なな　何だい？ニャモちゃん
51306.jpg	お・・
51307.jpg	こら押すな押すな
51308.jpg	ぶっ
51309.jpg	運べ運べー
5131.jpg	昼ゴハンがまずかったんでしょ！
51310.jpg	え・・・・
51314.jpg	キャーーーまたーー！？
51315.jpg	も・・もーガマンできないっ
51316.jpg	俺に渡すものがあるって・・・・？
51317.jpg	あ・・・・
51319.jpg	が　がんばれニャモちゃん
51320.jpg	おおっ！？
51322.jpg	あああ熱いー
51323.jpg	あ・・・・スマン熱湯出しっぱなしやった
51324.jpg	また・・・・！？
51325.jpg	え・・・・
51326.jpg	まみょろもっ
51327.jpg	あぢぢーーーっ
5133.jpg	キョンキョンの鹿の角攻撃は強烈よ！
51330.jpg	・・・・・・
51331.jpg	コ・・・・コレ・・・・
51333.jpg	あ　あんた達風呂場で何を・・・・・・
51334.jpg	私らって
51335.jpg	・・・・・・
51336.jpg	ずっと一緒にいるから・・・・
5134.jpg	そんな事ないよォ
51340.jpg	好きだから・・・・・・
51341.jpg	け・・・・景太郎・・
51343.jpg	おそっちゃうんらからねェ！！
51344.jpg	ゴメン景太郎
51345.jpg	キャーちがうのこれは・・・・
51346.jpg	・・・・・・
51347.jpg	あんたどっか行っちゃうんじゃないの・・・・・・？
51348.jpg	・・・・大丈夫？
51349.jpg	はあ・・また　やっちゃった・・・・
5135.jpg	違うよ
51350.jpg	しっかいつかまえといてくれらくちゃ私らってねぇ・・
51351.jpg	・・・・・・・・え　えーと・・・・
51352.jpg	・・・・・・・・
51353.jpg	私があんたの約束の女の子じゃなかったら
51354.jpg	も　もーー知らないっ
51355.jpg	なる・・・・
51356.jpg	ラブレターじゃない・・・・！？
51357.jpg	・・・・・・・・
51358.jpg	・・・・・・
51359.jpg	ニャモちゃん！？
5136.jpg	判った！昼ゴハンが　まずかったんだろ
51360.jpg	ち　違うのこれは・・・・
51361.jpg	ニャモちゃん　そこまで景太郎のことを・・・・
51362.jpg	・・・・・・・・
51363.jpg	・・・・・・ありがと景太郎・・・・
51364.jpg	ふろばで寝んな
51365.jpg	・・・・・・
51366.jpg	あらあら鬼殺し改すごい威力・・
51367.jpg	ん・・・・え！？コレ・・・・
51368.jpg	・・・・こ　これって・・・・
51369.jpg	いや違わないけど・・・・
5137.jpg	お前もか
51370.jpg	なる・・・・ムニャ・・・・
51371.jpg	うっ！
51373.jpg	うー　なんか立場がまるっきり逆になったわね・・・・私達・・・・
51374.jpg	ニ・・・・
51375.jpg	ラ　ラブレター・・・・これを届けに日本まで
51376.jpg	あうーーもー喰えん
51377.jpg	大丈夫よ前にもこんなことあったし・・・・
51378.jpg	・・・・・・
51379.jpg	ニャモちゃんきっときっとまた来てね
5138.jpg	あんたの成績ならどんな学校でも行けるでしょ
51380.jpg	ナル・・・・
51382.jpg	・・・・・・
51383.jpg	シノム・・
51385.jpg	ほな元気でな
51386.jpg	うん　アレは私から渡しておくから
51387.jpg	――いやですね・・お別れって・・・・
51388.jpg	これだと　こないだの留学と違って・・・・
51389.jpg	・・・・・・
5139.jpg	どこ行くのかなーーなんて
51390.jpg	スカウト！？け　景太郎を！？
51392.jpg	ニャモちゃんこれを渡すために来日して
51393.jpg	え！？　いや別にアハハハ
51394.jpg	瀬田さんの後ガマとしてはピッタリかも・・・・でも・・・・
51395.jpg	・・・・・・
51397.jpg	え・・・・えーっ！？
51398.jpg	ナハハなるやん全然話きーとらんなー
51399.jpg	また　さみしくなるなあタマ・・
514.jpg	もうあれから２年もたってるのに....なんで今ごろ
5140.jpg	誰か私の話聞いてよ・・
51400.jpg	何や　その封筒？
51401.jpg	ナル・・・・
51402.jpg	くえ？
51403.jpg	よいしょっと
51404.jpg	景太郎・・・・
51406.jpg	・・・・・・どうしよう
51409.jpg	ほな　帰るか・・・・ん？どないしたんやなる
5141.jpg	悩み
51411.jpg	いつ帰って来られるかわからないじゃない・・
51412.jpg	・・・・あ～あ行っちゃった・・・・
51413.jpg	ほらほら何ボーッとして歩いてるんだよ成瀬川
51416.jpg	そ・・・・そんな・・・・
51417.jpg	おう　なる　長いこと世話になったな
51418.jpg	・・・・・・・・どんなんやソレ
51419.jpg	――何だい成瀬川・・・・あれ？
5142.jpg	判ったわよつつじつ
51421.jpg	ううっ・・私ったらどーしてこう　いつも　思い切りが悪いんだろ
51422.jpg	なる先輩っお洗濯しますから汚れ物出してください♪
51423.jpg	いやあ～～～っ床の修理中ーー！？
51425.jpg	あら・・・・？キツネ・・・・？
51426.jpg	ん？その手に持ってるのは何？
51427.jpg	やっぱりちゃんと渡してやんなきゃ！
51428.jpg	迷惑かけちゃったもんね
51429.jpg	あ　そうだ景太郎に用があって・・
5143.jpg	どうしたのだ？ため息なぞついて
51434.jpg	ちょっ・・・・何してんのよキツネ
51436.jpg	ところで何やっとるんや
51437.jpg	おーい景太郎ーーっ
51438.jpg	？いいけど？
51439.jpg	あらそう！？そりゃ良かったわオホホホ
5144.jpg	でも私　何も決めてなくて・・
51441.jpg	え・・・・そ　そっか・・さみしくなるなあ・・・・
51442.jpg	ハア～～～～どうしよ・・――ん？
51444.jpg	あ　あいつの夢がかなうんだものいい話じゃないの
51445.jpg	ナハハ　ウチ今日からひなた茶屋で寝泊まりすることにしたんや
51447.jpg	絶好のお洗濯日和ですよ
51448.jpg	え・・・・そ・・そんなことないよ
51449.jpg	も　もちろん東大も狙いますがねー
5145.jpg	また来た
51451.jpg	ありがとーー私こういうの不得意で
51452.jpg	へーーがんばってね
51453.jpg	はいっできましたじゃあ洗濯物持ってきますよ
51454.jpg	しのぶちゃん元気ね――
51455.jpg	そんなにいっぱいおせんたくして・・・
51457.jpg	勉強ばかりしていても何だか私らしくないからな
51458.jpg	ん・・・・？なる先輩　何だかうかない顔ですね
51459.jpg	あはは冗談ですー
5146.jpg	だからぁその・・・・
51460.jpg	え・・・・ああ　ありがとしのぶちゃん
51461.jpg	え・・・・モ　モトコちゃん
51462.jpg	え？
51465.jpg	モトコちゃんも変わったわね・・
51467.jpg	206！
51468.jpg	え　だって今日こんなに天気がいいじゃないですか
51469.jpg	はいっそれだけがとりえですから
5147.jpg	そうか　じゃ明日の朝ゴハンの事だなっ
51470.jpg	あれモトコちゃん
51471.jpg	き　今日　何かあったっけ？
51472.jpg	どういたしまして♡私　お掃除・洗濯好きですから
51474.jpg	あれ　これボタン取れてるこれも
51475.jpg	207！！
51476.jpg	剣道の練習再開したんですね
51477.jpg	・・・・？しのぶちゃんどうかしたの？
51478.jpg	ササッと直しちゃいますね
51479.jpg	え・・あ・・うん
5148.jpg	・・ハムちゃんがうらやましいよ
51480.jpg	・・・・・・
51481.jpg	あらあらそうはいきませんよ♡
51482.jpg	夜店もいっぱい出るんやて行こー行こーなるやん
51484.jpg	キャーーわかったわかりましたー
51485.jpg	なっ・・たった３点だけでしょう
51486.jpg	な～～～～る先輩♡
51487.jpg	みんなで行ってきなよ・・・・
51489.jpg	何やって・・・・ブホッ
5149.jpg	原クンと同じ学校行きたいなぁ・・・・って
51490.jpg	・・・・・・
51491.jpg	キャーー私Ａ判定だーっ
51492.jpg	わ・・私はいいわその・・・・
51493.jpg	はるかさんからいただいた全員分の浴衣があるんですから
51495.jpg	・・・・・・
51496.jpg	模試の結果も届いてますよー
51497.jpg	おおっさすがはむつみさん！
51498.jpg	やばい・・・・けっこー落ち込んできた・・・・
51499.jpg	ナハハカナやんに勝ったでー
515.jpg	ああ
5150.jpg	進路の事だよ
51500.jpg	・・・・・・
51502.jpg	え・・・・盆踊り？
51503.jpg	くっ・・B・・！？
51506.jpg	あ・・・・景太郎
51507.jpg	もーみんな強引なんだから・・
5151.jpg	相談
51510.jpg	あのＰＳ２がどーしても欲しいの取ってえーーっ
51511.jpg	あるんやないか・・・・
51512.jpg	えいっ
51513.jpg	おーい成瀬川遅いよ遅いーー
51514.jpg	あ・・・・
51518.jpg	え・・・・何あらたまって・・・・
51519.jpg	とりゃ　あ～だめだ
5152.jpg	ち　違うの
51520.jpg	一人で悩むのはよくないですよ
51521.jpg	ううっ・・・・ダメだこりゃ
51522.jpg	・・・・・・
51523.jpg	？
51524.jpg	え・・・・別にないよ・・・・全然ないって・・
51525.jpg	え～～～っ！？無理だよ　こんなコルク玉の銃じゃあ・・
51526.jpg	あの・・・・
51527.jpg	こんなとき・・・・どーすればいいんだろ・・・・
51529.jpg	なんやあんたらこの前までと全然違うやんか・・
5153.jpg	私なんて嬢聖高校ギリギリって言われてんのにーっ
51530.jpg	・・・・むつみさんみんな・・・・
51531.jpg	てことは２人で発掘するんですか
51534.jpg	ハァハァ・・・・まぁ我々が熱くなってもしょうがないのですが・・
51535.jpg	大丈夫ですよ・・・・浦島くんを信じてあげましょう
51536.jpg	えーーまだＰＳ２取れてないのに
51537.jpg	パララケルスをこっちに持ってくるのはどや～～～！？
5154.jpg	そろそろ進路決めなきゃならないんだ
51540.jpg	この人は・・・・
51541.jpg	おっ！！さすがはしのぶいいこと言うな！
51543.jpg	だだをこねまくって浦島景太郎を行かせないべきです
51547.jpg	そやそや　それもグッドアイテアやでーー♡
51549.jpg	・・・・・・・・
5155.jpg	ハア
51550.jpg	あ　それじゃみなさん記念に浦島センパイとプリクラ撮りませんか！？
51552.jpg	まあ結局はなるさん次第ですね
51554.jpg	みみんな・・・・
51555.jpg	えーい押すな押すな
51556.jpg	――帰ったらこの手紙は景太郎に渡そう！！
51558.jpg	う　浦島どーせだから私も頼む
51559.jpg	よかったじゃんちょっと見せてみなさいよ
5156.jpg	どーやって公衆電話　使ったんだろ・・・・
51560.jpg	お・・・・お兄ちゃん私も・・・・
51561.jpg	いやちょっ・・・・ダメダメー
51562.jpg	セッ　セセセンパイお願いしますっ
51563.jpg	え・・・・うん　喜んで・・
51564.jpg	おおっそれです
51566.jpg	ほら
51567.jpg	・・・・・・
51569.jpg	けちー
51572.jpg	一年でも二年でもひなた荘で待ってやるわよ　うん！！
51573.jpg	えー
51574.jpg	わ・・
51575.jpg	ウチもウチもーー
51576.jpg	はいはい３００円ね
51577.jpg	ま　２人でゆっくりしてき
51578.jpg	ウチもハラいっぱいやから帰るわー
51580.jpg	え・・・・ちょっ・・・・
51581.jpg	ただいまーー
51583.jpg	遅くなっちゃったねー
51584.jpg	しのぶちゃん・・？
51585.jpg	しのぶちゃんからだ・・・・
51586.jpg	わたがしのおみやげでごまかそっか
51587.jpg	あれ・・・・？みんなどーしたのかな・・・・？
51588.jpg	ハハハ・・・・またこんな冗談言って・・・・
51589.jpg	ん？
5159.jpg	エスカさんですかーー
51590.jpg	じゃ・・・・私達も休もっか
51591.jpg	みんなごめーん
51593.jpg	暗いしもう寝ちゃったみたいだね
51594.jpg	うんまた明日
51597.jpg	え・・
51598.jpg	――家庭の事情でしばらくひなた市を離れることになりました
51599.jpg	・・・・・・
516.jpg	れ？
51600.jpg	何も言わずに出てってしまってゴメンナサイ
51601.jpg	・・・・・・・・
51602.jpg	あれ？何だろ　これ・・
51603.jpg	あ・・・・
51605.jpg	カナちゃんまでどうして！？
51606.jpg	な・・何コレーー！？
51608.jpg	カ・・・・カナコー！？
51611.jpg	ス　スゥちゃん！？
51613.jpg	あっ・・・・
51614.jpg	じ　じゃあもう誰もいなくなって・・あ！？
51615.jpg	カナコ！？
51616.jpg	何で　みんな急に出てっちゃったの～！？
51617.jpg	ちょっと・・
51618.jpg	書き置きが！？
51619.jpg	誰も何も言ってませんでしたよ
51620.jpg	いけないもうこんな時間ではっ
51621.jpg	な・・何でみんないっぺんに出てっちゃうんだよーっ
51623.jpg	ち・・・・
51624.jpg	カナコもいない！？
51625.jpg	２人ではげましあっていけば大丈夫さ
51626.jpg	俺はひなた荘の管理人だし
51627.jpg	・・・・・・・・
51629.jpg	俺への手紙？ニャモちゃんから
5163.jpg	１週間後ーー
51630.jpg	ずっとずっとお前のそばにいるから・・・・
51631.jpg	だからしっかりしてよ成瀬川
51632.jpg	いや～～～俺もいよいよ夢が実現・・・・
51633.jpg	・・・・・・
51634.jpg	――ん？何コレ
51635.jpg	そ　そうだ落ちこんでる場合じゃない・・・・・・
51636.jpg	元気出してよ！まだ　この俺がいるじゃないか
51639.jpg	や　やった！すごいぞコレは！！
5164.jpg	遅っ
51640.jpg	えっ・・・・な　何だって！？
51641.jpg	コレ・・・・
51643.jpg	な　成瀬川
51644.jpg	あ・・いやその・・成瀬川
51645.jpg	みんなが申しあわせたようにひなた荘を出てって・・・・・・
51646.jpg	こんなのあり得ないよ・・・・もうメチャクチャだよ
51647.jpg	うわあ～ああん
51648.jpg	一緒に東大に行ったって私たち幸せになれなかったじゃない！！
51649.jpg	それは私が約束の女の子じゃなくてただのお邪魔女だからよ
5165.jpg	どーやって我に曜話を・・・・
51651.jpg	俺もいなくなる～～～！？
51652.jpg	え・・・・そんなどういうことさ
51653.jpg	お・・・・
51654.jpg	う・・・・
51655.jpg	やっぱりやっぱり私のせいだ～！！
51656.jpg	だったら俺・・・・
51657.jpg	だってそうでしょ
51658.jpg	な・・・・成瀬川・・・・
51659.jpg	・・・・・・
5166.jpg	しょーがない行くか
51660.jpg	次から次へとこんな・・・・不幸がおこるのよ・・・・
51662.jpg	私が・・・・私が実は約束の女の子じゃないから・・・・
51663.jpg	・・・・・・
51664.jpg	おまけに景太郎までパララケルスに・・・・・・
51665.jpg	・・・・うん成瀬川・・・・
51666.jpg	なっ・・・・成瀬川ーーっ
51668.jpg	こんなことくらいで・・・・
51669.jpg	よく考えればひどい目に遭ってばっかり・・
5167.jpg	負けた・・・・
51670.jpg	成瀬川・・・・
51673.jpg	えうっいやっ・・
51674.jpg	景太郎・・・・
51675.jpg	景太郎・・・・ホント・・・・ホントに？
51676.jpg	おまけに・・・・
51677.jpg	うわああ～～～ん
51678.jpg	じゃあ・・・・もう一度だけ・・・・・・
51679.jpg	もう一度だけ試してみよう景太郎
5168.jpg	着信拒否
51680.jpg	・・・・そそーだよね
51681.jpg	もう一度２人で幸せになるようにがんばろうよ
51682.jpg	東大だって一回落ちたけど　次受かったじゃないか
51683.jpg	やっぱり不幸に！！
51684.jpg	ハア・・サイアク　もう　私　消えちゃいたい・・・・
51686.jpg	わ・・・・わかった・・・・
51687.jpg	それはゴ・・・・ゴメンッ・・
51688.jpg	え・・
51689.jpg	あわわっ・・ゴメ・・・・
5169.jpg	エスカが今家を出たそうだ
51691.jpg	もげ
51692.jpg	な・・何だよ！！こんなことぐらいであきらめるのかよ！？
51693.jpg	ちょっ・・・・成瀬川考えすぎだよ
51694.jpg	最終試験だ！！
51695.jpg	うわあーーいいの！？ありがとーーっ
51696.jpg	――やっぱりこれしかないかな・・・・
51697.jpg	へへーーいやいや
51698.jpg	ここは何とかして安心させてあげないと・・・・
51699.jpg	停電のため一日休業～～～！？
517.jpg	ハイ今日から復帰だって
51701.jpg	あは　あははいいよ気にしないで
51702.jpg	は・・・・ひゃいっ
51705.jpg	何でデートで必ず牛丼屋来るのよあんたはーーっ
51707.jpg	メチャ混みで乗るまで３時間～～～！？
51708.jpg	景太郎・・・・
5171.jpg	私はこっちだバカ者！
51711.jpg	一万四干円になります
51712.jpg	くっ・・・・まだまだこうなったらやはり・・・・
51714.jpg	あああ　ダメだわ　やっぱり　もーダメ・・・・・・
51715.jpg	えっ！？
51716.jpg	・・・・幸せにして・・・・
51717.jpg	これが・・・・これが２人の
51718.jpg	成瀬川　なんかすごく不安になってるよ・・・・
51719.jpg	・・・・行きなよ景太郎
51720.jpg	な・・・・成瀬川・・・・
51722.jpg	やっぱがんばってんのが認められたんだよ
51724.jpg	もぼっ
51726.jpg	うーん・・たしかに憧れの職場なんだけど・・・・
51729.jpg	なっ・・・・
5173.jpg	ここだ
51730.jpg	けっ　景太・・
51731.jpg	え・・・・
51732.jpg	私・・・・もうつかれちゃった
51734.jpg	はあ・・
51736.jpg	な・・・・成瀬川・・・・
51738.jpg	私・・日本で応援してるからさ
51739.jpg	・・・・・・・・
5174.jpg	翌日ーーー
51740.jpg	ぴっ
51742.jpg	成瀬川・・・・っ！！
51743.jpg	え・・・・・・・・・・
51744.jpg	あ　あのさ成瀬川・・・・
51745.jpg	だからその・・・・
51748.jpg	アハハハだってしょーがないじゃん
51749.jpg	じゃ私先にひなた荘に帰ってるから！！
5175.jpg	私は由緒正しき魔界の貴族だぞ
51750.jpg	ありがと
51751.jpg	え・・おいちょっと成瀬川
51752.jpg	いや・・・・
51753.jpg	――――わかってるよ
51754.jpg	これがあいつの夢なんだもん
51756.jpg	あ・・・・
51757.jpg	大丈夫大丈夫
51758.jpg	へヘへっ・・・・
51759.jpg	ね?
5176.jpg	それにしてもこのアジサイは美味だな
51761.jpg	私はやっぱり約束の女の子なんかじゃなかったのよ
51762.jpg	私たち・・・・ダメだったよ・・・・
51763.jpg	スゥちゃんカナちゃん・・・・
51764.jpg	あ　あのさ俺・・・・
51766.jpg	翌朝
51767.jpg	おーい成瀬川ーー
51768.jpg	むつみさん・・・・・・
51769.jpg	やっぱり・・・・
5177.jpg	明日もくるから！
51771.jpg	よし決めた！！
51773.jpg	あれからよく考えたんだけど・・・・
51774.jpg	ごめんねしのぶちゃん
51775.jpg	はあ～～結局夜通し考えてしまった
51776.jpg	ねえモトコちゃん
51778.jpg	ほんとにごめんなさい・・・・・・・・
51779.jpg	なるの実家なら山手線の目白やで♡池袋のとなりや・・・・
51780.jpg	す　すみませんこのお礼は必ず
51781.jpg	実家ってどこだよーーっ
51782.jpg	・・・・と
51783.jpg	ふむ♡
51784.jpg	おーーい
51785.jpg	・・・・・・
51786.jpg	実家って実家って・・・・
51787.jpg	お・・・・
51788.jpg	うん　今そっちに向かってるから・・・・
51789.jpg	おわっ　キ　キツネさん！？
5179.jpg	勝負のシーンなしっ!?
51790.jpg	――あ　もしもし母さん？
51793.jpg	こんな感じでえーか？
51794.jpg	ニャハハ♡気ぃつけやー
51795.jpg	うちのこと忘れとったやろホレ　電車賃やるで
51796.jpg	成瀬川
51797.jpg	そんなのないだろ・・・・
51799.jpg	ごめんね景太郎・・・・
518.jpg	はいっ
5180.jpg	アキラちゃん嬢聖高校なのか・・・・
51800.jpg	・・・・目白までよ・・・・
51801.jpg	ちょ・・ちょっと何でここにいるのよっ
51802.jpg	着いたら終わりだからね・・・・
51803.jpg	黙っていなくなったりして・・・・
